Sno,Name,Contact Number,Fax,Address,Opening Hours,Link
53,ACCESS MEDICAL (BUKIT BATOK),68732458,64535339,BLK 164 BUKIT BATOK STREET 11                              #01-152  Singapore 650164,"Eve of Chinese New Year (24/01/2020) : 07:00 am to 01:00 pmChinese New Year (25/01/2020) : 07:00 am to 01:00 pmChinese New Year (26/01/2020) : 07:00 am to 01:00 pmChinese New Year (27/01/2020) : 07:00 am to 01:00 pm, 06:00 pm to 12:00 amMonday to Sunday : 07:00 am to 01:00 pm, 06:00 pm to 12:00 am",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45903
54,ACCESS MEDICAL (CIRCUIT ROAD),65478840,64535339,BLK 88 CIRCUIT ROAD                              #01-965 Singapore 370088,Eve of Lunar New Year (04/02/2019) : 07:00 am to 01:00 pmLunar New Year (05/02/2019) : 07:00 am to 01:00 pmLunar New Year (06/02/2019) : 07:00 am to 01:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=44876
55,ACCESS MEDICAL (EAST COAST),62418812,64535339,18 BEDOK SOUTH ROAD                              #01-69 Singapore 460018,"Eve of Chinese New Year (24/01/2020) : 07:00 am to 01:00 pmChinese New Year (25/01/2020) : 07:00 am to 01:00 pmChinese New Year (26/01/2020) : 07:00 am to 01:00 pmChinese New Year (27/01/2020) : 07:00 am to 01:00 pm, 06:00 pm to 12:00 amMonday to Sunday : 07:00 am to 01:00 pm, 06:00 pm to 12:00 am",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45225
56,ACCESS MEDICAL (JURONG WEST),68732420,64535339,BLK 463 JURONG WEST STREET 41                              #01-564 Singapore 640463,"Eve of Chinese New Year (24/01/2020) : 07:00 am to 01:00 pmEve of Chinese New Year (24/01/2020) : 07:55 am to 12:00 amChinese New Year (25/01/2020) : 07:00 am to 01:00 pmChinese New Year (25/01/2020) : 07:55 am to 12:00 amChinese New Year (26/01/2020) : 07:00 am to 01:00 pmChinese New Year (26/01/2020) : 07:55 am to 12:00 amChinese New Year (27/01/2020) : 07:55 am to 12:00 amChinese New Year (27/01/2020) : 07:00 am to 01:00 pm, 06:00 pm to 12:00 amMonday to Sunday : 07:00 am to 01:00 pm, 06:00 pm to 12:00 am",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45887
57,ACCESS MEDICAL (KIM KEAT),62523858,64535339,BLK 19 LORONG 7 TOA PAYOH                                                                    KIM KEAT PALM                                                                                          #01-272 Singapore 310019,"Eve of Chinese New Year (24/01/2020) : 07:00 am to 01:00 pmChinese New Year (25/01/2020) : 07:00 am to 01:00 pmChinese New Year (26/01/2020) : 07:00 am to 01:00 pmChinese New Year (27/01/2020) : 07:00 am to 01:00 pm, 06:00 pm to 12:00 am",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45639
58,ACCESS MEDICAL (REDHILL CLOSE),68733165,64535339,86 REDHILL CLOSE                              #01-600 Singapore 150086,Eve of Lunar New Year (04/02/2019) : 07:00 am to 01:00 pmLunar New Year (06/02/2019) : 07:00 am to 01:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45954
59,ACCESS MEDICAL (TAMPINES 730),65887833,64535339,BLK 730 TAMPINES STREET 71                                                                    TAMPINES COURTVIEW                                                                                          #01-51 Singapore 520730,"Eve of Chinese New Year (24/01/2020) : 07:00 am to 01:00 pmChinese New Year (25/01/2020) : 07:00 am to 01:00 pmChinese New Year (26/01/2020) : 07:00 am to 01:00 pmChinese New Year (27/01/2020) : 07:00 am to 01:00 pm, 06:00 pm to 12:00 amMonday to Sunday : 07:00 am to 01:00 pm, 06:00 pm to 12:00 am",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=46134
60,ACCESS MEDICAL (TOA PAYOH),62528223,64535339,BLK 66 LORONG 4 TOA PAYOH                              #01-315/317 Singapore 310066,Eve of Lunar New Year (04/02/2019) : 07:00 am to 01:00 pmLunar New Year (05/02/2019) : 07:00 am to 01:00 pmLunar New Year (06/02/2019) : 07:00 am to 01:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45614
61,ACCESS MEDICAL (WHAMPOA),62521070,67107327,87 WHAMPOA DRIVE                              #01-869 Singapore 320087,"Eve of Chinese New Year (24/01/2020) : 07:00 am to 06:00 pmChinese New Year (25/01/2020) : 07:00 am to 01:00 pmChinese New Year (26/01/2020) : 07:00 am to 01:00 pmChinese New Year (27/01/2020) : 07:00 am to 12:00 amMonday to Friday : 07:00 am to 12:00 amSaturday to Sunday : 07:00 am to 01:00 pm, 06:00 pm to 12:00 am",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45218
62,ACCESS MEDICAL BEDOK SOUTH,64453100,67107327,BLK 59 NEW UPPER CHANGI ROAD                              #01-1268 Singapore 461059,"Eve of Chinese New Year (24/01/2020) : 07:00 am to 06:00 pmChinese New Year (25/01/2020) : 07:00 am to 01:00 pmChinese New Year (26/01/2020) : 07:00 am to 01:00 pmChinese New Year (27/01/2020) : 07:00 am to 12:00 amMonday to Friday : 07:00 am to 12:00 amSaturday and Sunday : 07:00 am to 01:00 pm, 06:00 pm to 12:00 am",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=42042
63,ACCLARO CLINIC,65101980,67107327,290 ORCHARD ROAD                                                                    PARAGON                                                                                          #12-01 Singapore 238859,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45831
64,ACCORD DENTAL CLINIC,65821368,67107327,BLK 442 PASIR RIS DR 6                              #01-26 Singapore 510442,"Monday to Friday : 09:15 am to 12:30 pm, 02:00 pm to 04:00 pmTuesday and Thursday : 07:00 pm to 09:00 pmSaturday : 09:15 am to 12:30 pmSunday and Public Holiday :  Closed",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=2020
65,ACCORD MEDICAL CLINIC,68441528,67107327,BLK 325 UBI AVENUE 1                              #01-701 Singapore 400325,"Eve of Chinese New Year (24/01/2020) : 08:30 am to 01:00 pmChinese New Year (27/01/2020) : 09:00 am to 12:00 pmMonday to Friday : 08:30 am to 10:00 pmSaturday to Sunday : 09:00 am to 12:30 pm, 07:00 pm to 10:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=41142
66,ACCRELIST MEDICAL AESTHETICS,62592860,67107327,BLK 500 LORONG 6 TOA PAYOH                              #B1-30 Singapore 310500,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=46823
67,ACE DENTAL CENTRE,92251960,67107327,338 ANG MO KIO AVE 1                              #01-1669 Singapore 560338,"Monday to Thursday : 09:00 am to 12:00 pm, 02:00 pm to 04:00 pm, 07:00 pm to 09:00 pmFriday to Friday :  ClosedSaturday to Sunday : 09:00 am to 12:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=2030
68,ACE DENTAL CENTRE @ BT BATOK,62522100,67107327,BLK 451 BUKIT BATOK WEST AVENUE 6                              #01-05 Singapore 650451,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=46800
69,ACE FAMILY DENTALCARE,64488495,67107327,BLK 56 NEW UPPER CHANGI ROAD                              #01-1288 Singapore 461056,Monday to Friday : 09:00 am to 08:30 pmSaturday to Sunday : 09:00 am to 01:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=36963
70,ACE UROLOGY CLINIC & SURGERY,62551005,67107327,820 THOMSON ROAD                                                                    MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D                                                                                          #07-56 Singapore 574623,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45320
71,ACJ WOMEN'S CLINIC PTE LTD,63532033,62505168,820 THOMSON ROAD                                                                    MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D                                                                                          #07-63/64 Singapore 574623,"Monday to Friday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pmSaturday : 09:00 am to 01:00 pmSunday and Public Holiday :  Closed",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=46672
72,ACMS MEDICAL CLINIC,62625052,62505168,1 GRANGE ROAD                                                                    ORCHARD BUILDING                                                                                          #06-06 Singapore 239693,Chinese New Year (Eve) (27/01/2017) : 09:00 am to 12:00 pmChinese New Year (28/01/2017) :  ClosedChinese New Year (29/01/2017) :  ClosedChinese New Year (Monday) (30/01/2017) :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45520
73,ACUFEM WOMEN'S SPECIALIST SERVICES,64743821,62505168,"6A Napier Road                                                                    Gleneagles Hospital,Annexe Block                                                                                          #05-38 Singapore 258500",Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=33220
74,ACUFEM WOMEN'S SPECIALIST SERVICES,67923822,62505168,1 JURONG WEST CENTRAL 2                                                                    JURONG POINT SHOPPING CENTRE                                                                                          #B1A-19E Singapore 648886,"Monday to Saturday : 04:30 pm to 08:30 pm, 12:00 pm to 04:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=44509
75,ACUMED MEDICAL GROUP,65327766,62505168,16 COLLYER QUAY                                                                    INCOME AT RAFFLES                                                                                          #02-03 Singapore 049318,"Monday to Friday : 08:30 am to 01:00 pm, 01:30 pm to 05:30 pmSaturday :  ClosedSunday and Public Holiday :  Closed",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=36187
76,ACUMED MEDICAL GROUP,67923822,62505168,1 JURONG WEST CENTRAL 2                                                                    JURONG POINT SHOPPING CENTRE                                                                                          #B1A-19E Singapore 648886,Monday to Friday : 08:30 am to 05:00 pmSaturday : 08:30 am to 01:00 pmSunday and Public Holiday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=36270
77,ACUMED MEDICAL GROUP,65619366,62505168,BLK 38 TEBAN GARDENS ROAD                              #01-318/319 Singapore 600038,"Monday to Friday : 08:30 am to 01:00 pm, 01:30 pm to 05:00 pm, 06:00 pm to 09:00 pmSaturday : 08:30 am to 01:00 pm, 02:00 pm to 04:00 pmSunday and Public Holiday : 09:00 am to 12:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=36271
78,ACUMED MEDICAL GROUP,63627789,62505168,BLK 111 WOODLANDS STREET 13                              #01-78 Singapore 730111,"Monday to Friday : 08:30 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pmSaturday : 08:30 am to 01:00 pmSunday and Public Holiday :  Closed",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=36273
79,ACUMED MEDICAL GROUP,62656422,62505168,BLK 64 YUNG KUANG ROAD                              #01-107/111 Singapore 610064,Monday to Friday : 08:30 am to 09:00 pmSaturday : 08:30 am to 05:00 pmSunday and Public Holiday : 09:00 am to 12:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=36275
80,ACUMED MEDICAL GROUP,68615996,62505168,71 PIONEER ROAD                                                                    TUAS AMENITY CENTRE                                                                                          #01-06 Singapore 639591,Monday to Friday : 08:30 am to 05:00 pmSaturday : 08:30 am to 01:00 pmSunday and Public Holiday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=36276
81,ACUMED MEDICAL GROUP,65159919,65159909,301 BOON LAY WAY                                                                    BOON LAY MRT STATION                                                                                          #01-18/19 Singapore 649846,"Monday to Friday : 08:00 am to 01:00 pm, 01:30 pm to 05:00 pm, 05:30 pm to 09:00 pmSaturday : 08:30 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pmSunday and Public Holiday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=36277
82,ACUMED MEDICAL GROUP,64438077,65159909,BLK 214 Bedok North Street 1                              #01-165 Singapore 460214,"Monday to Friday : 08:30 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pmSaturday : 08:30 am to 01:00 pmSunday and Public Holiday : 09:00 am to 12:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=36278
83,ACUMED MEDICAL GROUP,68615755,65159909,1 JOO KOON CIRCLE                                                                    FAIRPRICE HUB                                                                                          #01-23 Singapore 629117,"Monday to Friday : 09:00 am to 01:00 pm, 02:00 pm to 06:00 pmSaturday : 09:00 am to 01:00 pmSunday and Public Holiday :  Closed",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45089
84,ACUMED MEDICAL GROUP,65701390,65159909,128 TUAS SOUTH AVENUE 3                                                                    JTC BIOMED ONE @ TUAS BIOMEDICAL PARK                                                                                          #01-03 Singapore 637370,Public Holiday :  ClosedMonday and Tuesday : 08:30 am to 01:30 pmWednesday to Friday : 08:30 am to 01:00 pmSaturday and Sunday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45327
85,ACUMED MEDICAL GROUP,63850113,65159909,BLK 215C COMPASSVALE DRIVE                              #01-02 Singapore 543215,"Monday to Friday : 08:30 am to 01:00 pm, 05:30 pm to 08:30 pmSaturday : 08:30 am to 01:00 pmSunday and Public Holiday : 09:00 am to 12:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45859
86,ACUMED MEDICAL GROUP,65639363,65159909,14 TUAS AVENUE 1                                                                    JTC Space @ Tuas                                                                                          #01-05 Singapore 639499,Public Holiday :  ClosedMonday to Sunday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=46821
87,ADAM ROAD MEDICAL CENTRE PSYCHIATRIC & PSYCHOLOGICAL SERVICES,64667777,65159909,559 Bukit Timah Road                                                                    King's Arcade                                                                                          #01-02 Singapore 269695,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45763
88,ADELINA WOMEN'S CLINIC,63584963,65159909,339 Thomson Road                                                                    Thomson Medical Centre                                                                                          #06-04 Singapore 307677,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=2180
